date,creator_tag,Spend,Campaign Name,Adset Name,Ad Name,ROAS,CTR,Hook Rate,Website Purchase,CPM,Frequency,Impressions,Thruplays,Video avg play time,Hold Rate
2026-02-08,Plyska,£0.11,Laundry-Sheets-ASC-Prospecting Campaign,Laundry-Sheets-ASC-Prospecting Ad Set,DIP_270525_Video_9x16_BrownNut_PlyskaGenova_LD_UGC_INV_TTCaptions_1.2x_H4 - Copy,0,0.00%,40.00%,0,£11.00,1,10,1,11,12.50%
2026-02-09,Plyska,£1.29,Laundry-Sheets-ASC-Prospecting Campaign,Laundry-Sheets-ASC-Prospecting Ad Set,DIP_270525_Video_9x16_BrownNut_PlyskaGenova_LD_UGC_INV_TTCaptions_1.2x_H4 - Copy,0,2.63%,43.42%,0,£16.97,1.04,76,11,9,16.42%
2026-02-10,Plyska,£3.15,Laundry-Sheets-ASC-Prospecting Campaign,Laundry-Sheets-ASC-Prospecting Ad Set,DIP_270525_Video_9x16_BrownNut_PlyskaGenova_LD_UGC_INV_TTCaptions_1.2x_H4 - Copy,0,0.00%,41.12%,0,£15.99,1.09,197,24,9,14.04%
2026-02-11,Plyska,£1.20,Laundry-Sheets-ASC-Prospecting Campaign,Laundry-Sheets-ASC-Prospecting Ad Set,DIP_270525_Video_9x16_BrownNut_PlyskaGenova_LD_UGC_INV_TTCaptions_1.2x_H4 - Copy,0,1.04%,34.38%,0,£12.50,1.09,96,10,8,12.66%
2026-02-12,Plyska,£1.08,Laundry-Sheets-ASC-Prospecting Campaign,Laundry-Sheets-ASC-Prospecting Ad Set,DIP_270525_Video_9x16_BrownNut_PlyskaGenova_LD_UGC_INV_TTCaptions_1.2x_H4 - Copy,0,0.00%,42.37%,0,£18.31,1.11,59,11,12,22.00%
2026-02-13,Plyska,£0.82,Laundry-Sheets-ASC-Prospecting Campaign,Laundry-Sheets-ASC-Prospecting Ad Set,DIP_270525_Video_9x16_BrownNut_PlyskaGenova_LD_UGC_INV_TTCaptions_1.2x_H4 - Copy,0,0.00%,54.55%,0,£24.85,1,33,5,9,17.24%
2026-02-14,Plyska,£1.07,Laundry-Sheets-ASC-Prospecting Campaign,Laundry-Sheets-ASC-Prospecting Ad Set,DIP_270525_Video_9x16_BrownNut_PlyskaGenova_LD_UGC_INV_TTCaptions_1.2x_H4 - Copy,0,2.22%,40.00%,0,£23.78,1.05,45,5,7,12.82%
2026-02-15,Plyska,£0.77,Laundry-Sheets-ASC-Prospecting Campaign,Laundry-Sheets-ASC-Prospecting Ad Set,DIP_270525_Video_9x16_BrownNut_PlyskaGenova_LD_UGC_INV_TTCaptions_1.2x_H4 - Copy,0,1.61%,48.39%,0,£12.42,1.07,62,10,12,19.61%
2026-02-16,Plyska,£1.20,Laundry-Sheets-ASC-Prospecting Campaign,Laundry-Sheets-ASC-Prospecting Ad Set,DIP_270525_Video_9x16_BrownNut_PlyskaGenova_LD_UGC_INV_TTCaptions_1.2x_H4 - Copy,0,0.00%,48.89%,0,£13.33,1.08,90,15,9,20.27%
2026-02-17,Plyska,£1.64,Laundry-Sheets-ASC-Prospecting Campaign,Laundry-Sheets-ASC-Prospecting Ad Set,DIP_270525_Video_9x16_BrownNut_PlyskaGenova_LD_UGC_INV_TTCaptions_1.2x_H4 - Copy,0,3.28%,45.08%,0,£13.44,1.04,122,16,10,16.84%
2026-02-25,Plyska,£0.01,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H1 - Copy,0,0.00%,0.00%,0,£10.00,1,1,0,1,0.00%
2026-02-25,Plyska,£0.01,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H4 - Copy,0,0.00%,33.33%,0,£3.33,1,3,0,5,0.00%
2026-02-25,Plyska,£0.06,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H5 - Copy,0,0.00%,28.57%,0,£8.57,1,7,0,3,0.00%
2026-02-25,Plyska,£0.08,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H3 - Copy,0,0.00%,87.50%,0,£10.00,1,8,0,5,0.00%
2026-02-25,Plyska,£0.01,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H2 - Copy,0,0.00%,100.00%,0,£10.00,1,1,1,24,100.00%
2026-02-25,Plyska,£0.02,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H1 - Copy,0,0.00%,33.33%,0,£6.67,1,3,1,12,50.00%
2026-02-25,Plyska,£0.03,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H6 - Copy,0,0.00%,33.33%,0,£10.00,1,3,0,1,0.00%
2026-02-25,Plyska,£0.11,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H5 - Copy,0,0.00%,50.00%,0,£9.17,1,12,1,5,9.09%
2026-02-25,Plyska,£0.23,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H4 - Copy,0,0.00%,38.89%,0,£12.78,1,18,1,3,6.25%
2026-02-25,Plyska,£0.05,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H6 - Copy,0,0.00%,0.00%,0,£25.00,1,2,0,1,0.00%
2026-02-25,Plyska,£0.25,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H2 - Copy,0,0.00%,43.75%,0,£15.62,1,16,1,4,8.33%
2026-02-25,Plyska,£0.39,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H3 - Copy,0,0.00%,50.00%,0,£27.86,1,14,2,8,15.38%
2026-02-25,Plyska,£0.90,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,1.47%,22.06%,0,£13.24,1.01,68,4,3,6.45%
2026-02-25,Plyska,£0.00,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H6 - Copy,0,0.00%,50.00%,0,£0.00,1,2,0,5,0.00%
2026-02-26,Plyska,£0.00,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H2 - Copy,0,0.00%,0.00%,0,£0.00,1,1,0,0,
2026-02-26,Plyska,£0.00,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H4 - Copy,0,0.00%,100.00%,0,£0.00,1,1,0,5,0.00%
2026-02-26,Plyska,£0.10,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H6 - Copy,0,0.00%,10.00%,0,£10.00,1,10,0,2,0.00%
2026-02-26,Plyska,£0.21,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H5 - Copy,0,0.00%,0.00%,0,£42.00,1,5,0,1,0.00%
2026-02-26,Plyska,£0.04,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H3 - Copy,0,0.00%,0.00%,0,£20.00,2,2,0,2,0.00%
2026-02-26,Plyska,£0.12,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H1 - Copy,0,0.00%,77.78%,0,£13.33,1,9,0,4,0.00%
2026-02-26,Plyska,£0.43,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H4 - Copy,0,0.00%,25.81%,0,£13.87,1,31,1,3,3.57%
2026-02-26,Plyska,£0.75,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H5 - Copy,0,0.00%,34.55%,0,£13.64,1.12,55,2,4,4.00%
2026-02-26,Plyska,£0.07,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H3 - Copy,0,0.00%,12.50%,0,£8.75,1.14,8,0,2,0.00%
2026-02-26,Plyska,£0.05,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H1 - Copy,0,0.00%,25.00%,0,£6.25,1,8,1,5,14.29%
2026-02-26,Plyska,£0.20,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H6 - Copy,0,0.00%,14.29%,0,£28.57,1,7,0,2,0.00%
2026-02-26,Plyska,£0.63,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H5 - Copy,0,0.00%,32.56%,0,£14.65,1.07,43,3,5,8.33%
2026-02-26,Plyska,£1.02,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H4 - Copy,0,2.60%,23.38%,0,£13.25,1.04,77,4,4,5.97%
2026-02-26,Plyska,£0.19,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H6 - Copy,0,0.00%,26.09%,0,£8.26,1.15,23,2,4,9.52%
2026-02-26,Plyska,£1.06,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H2 - Copy,0,1.56%,43.75%,0,£16.56,1.02,64,5,5,9.26%
2026-02-26,Plyska,£1.04,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H3 - Copy,0,0.00%,30.43%,0,£11.30,1.06,92,7,5,8.54%
2026-02-26,Plyska,£1.96,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.68%,31.08%,0,£13.24,1.1,148,9,5,6.82%
2026-02-26,Plyska,£0.18,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H2 - Copy,0,0.00%,30.00%,0,£18.00,1,10,1,5,12.50%
2026-02-27,Plyska,£0.00,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H4 - Copy,0,0.00%,0.00%,0,£0.00,1,1,0,0,
2026-02-27,Plyska,£0.13,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H1 - Copy,0,0.00%,50.00%,0,£32.50,1,4,0,4,0.00%
2026-02-27,Plyska,£0.02,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H3 - Copy,0,0.00%,0.00%,0,£5.00,1,4,0,1,0.00%
2026-02-27,Plyska,£0.43,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H5 - Copy,0,0.00%,25.00%,0,£11.94,1.03,36,2,4,5.71%
2026-02-27,Plyska,£0.06,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H4 - Copy,0,0.00%,50.00%,0,£30.00,1,2,0,3,0.00%
2026-02-27,Plyska,£0.01,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H2 - Copy,0,0.00%,0.00%,0,£10.00,1,1,0,1,0.00%
2026-02-27,Plyska,£0.58,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Microplastics,DIP_230226_Video_9x16_PlyskaPerformance_Microplastics_DS_INV_H6 - Copy,0,0.00%,40.00%,0,£23.20,1.09,25,1,3,4.17%
2026-02-27,Plyska,£0.43,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H3 - Copy,0,0.00%,25.00%,0,£15.36,1.08,28,0,3,0.00%
2026-02-27,Plyska,£0.11,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H5 - Copy,0,0.00%,14.29%,0,£15.71,1.17,7,0,4,0.00%
2026-02-27,Plyska,£0.00,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H1 - Copy,0,0.00%,100.00%,0,£0.00,1,1,0,3,0.00%
2026-02-27,Plyska,£2.69,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.57%,33.33%,0,£15.46,1.04,174,12,5,8.00%
2026-02-27,Plyska,£0.71,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H3 - Copy,0,2.50%,45.00%,0,£17.75,1,40,6,7,16.22%
2026-02-27,Plyska,£0.35,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H2 - Copy,0,0.00%,37.50%,0,£14.58,1,24,1,4,5.26%
2026-02-27,Plyska,£0.03,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H2 - Copy,0,0.00%,0.00%,0,£30.00,1,1,0,1,0.00%
2026-02-27,Plyska,£2.59,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H4 - Copy,0,0.54%,28.11%,0,£14.00,1.05,185,11,4,6.63%
2026-02-27,Plyska,£0.07,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H6 - Copy,0,0.00%,40.00%,0,£7.00,1,10,2,8,25.00%
2026-02-27,Plyska,£0.16,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H6 - Copy,0,0.00%,30.00%,0,£16.00,1.11,10,0,2,0.00%
2026-02-28,Plyska,£0.02,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H2 - Copy,0,0.00%,25.00%,0,£5.00,1,4,0,1,0.00%
2026-02-28,Plyska,£0.05,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H4 - Copy,0,0.00%,0.00%,1,£8.33,1,6,0,1,0.00%
2026-02-28,Plyska,£0.10,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H5 - Copy,0,0.00%,30.77%,0,£7.69,1,13,0,2,0.00%
2026-02-28,Plyska,£0.09,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H2 - Copy,0,0.00%,37.50%,0,£11.25,1,8,2,7,25.00%
2026-02-28,Plyska,£1.03,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.00%,25.97%,0,£13.38,1.04,77,7,5,10.29%
2026-02-28,Plyska,£0.00,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H6 - Copy,0,0.00%,0.00%,0,£0.00,1,1,0,0,
2026-03-01,Plyska,£0.25,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.00%,23.81%,0,£11.90,1.11,21,1,3,5.00%
2026-03-01,Plyska,£0.08,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H3 - Copy,187.38,0.00%,0.00%,1,£13.33,1,6,0,1,0.00%
2026-03-01,Plyska,£0.02,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H6 - Copy,0,0.00%,0.00%,0,£6.67,1,3,0,1,0.00%
2026-03-01,Plyska,£0.11,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H4 - Copy,0,0.00%,66.67%,0,£18.33,1,6,0,3,0.00%
2026-03-01,Plyska,£0.03,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H5 - Copy,0,0.00%,0.00%,0,£15.00,1,2,0,2,0.00%
2026-03-01,Plyska,£0.00,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H6 - Copy,0,0.00%,0.00%,0,£0.00,1,1,0,4,0.00%
2026-03-01,Plyska,£0.07,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H5 - Copy,0,14.29%,42.86%,0,£10.00,1,7,0,5,0.00%
2026-03-02,Plyska,£0.12,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H5 - Copy,0,0.00%,40.00%,0,£24.00,1,5,0,3,0.00%
2026-03-02,Plyska,£0.01,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H2 - Copy,0,0.00%,0.00%,0,£10.00,1,1,0,1,0.00%
2026-03-02,Plyska,£0.52,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.00%,40.74%,0,£19.26,1.04,27,4,8,16.00%
2026-03-02,Plyska,£0.02,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H3 - Copy,0,0.00%,50.00%,0,£10.00,1,2,0,4,0.00%
2026-03-03,Plyska,£0.40,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,2.78%,30.56%,0,£11.11,1,36,1,3,2.94%
2026-03-03,Plyska,£0.01,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H2 - Copy,0,0.00%,50.00%,0,£5.00,1,2,0,4,0.00%
2026-03-03,Plyska,£0.00,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H5 - Copy,0,0.00%,0.00%,0,£0.00,1,1,0,1,0.00%
2026-03-04,Plyska,£0.27,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.00%,42.86%,0,£19.29,1,14,3,10,23.08%
2026-03-04,Plyska,£0.01,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H4 - Copy,0,0.00%,0.00%,0,£10.00,1,1,0,1,0.00%
2026-03-04,Plyska,£0.00,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H5 - Copy,0,0.00%,0.00%,0,£0.00,1,1,0,1,0.00%
2026-03-05,Plyska,£0.06,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H2 - Copy,0,0.00%,100.00%,0,£30.00,1,2,0,4,0.00%
2026-03-05,Plyska,£0.00,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H6 - Copy,0,0.00%,100.00%,0,£0.00,1,1,0,4,0.00%
2026-03-05,Plyska,£0.57,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.00%,28.95%,0,£15.00,1,38,1,3,2.86%
2026-03-05,Plyska,£0.05,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H2 - Copy,0,0.00%,20.00%,0,£10.00,1.25,5,0,3,0.00%
2026-03-06,Plyska,£0.32,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H5 - Copy,0,0.00%,17.50%,0,£8.00,1,40,1,5,2.63%
2026-03-06,Plyska,£0.79,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H1 - Copy,0,0.00%,26.15%,0,£12.15,1.07,65,3,3,5.17%
2026-03-06,Plyska,£3.16,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H4 - Copy,0,0.49%,21.08%,0,£15.49,1.04,204,5,3,3.13%
2026-03-06,Plyska,£0.30,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H3 - Copy,0,0.00%,14.29%,0,£14.29,1.11,21,0,3,0.00%
2026-03-06,Plyska,£0.04,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H4 - Copy,0,0.00%,0.00%,0,£3.33,1,12,0,1,0.00%
2026-03-06,Plyska,£0.17,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H1 - Copy,0,0.00%,33.33%,0,£14.17,1,12,1,4,10.00%
2026-03-06,Plyska,£0.81,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H2 - Copy,0,0.00%,37.50%,0,£10.12,1.03,80,4,4,6.25%
2026-03-06,Plyska,£0.06,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H3 - Copy,0,0.00%,75.00%,0,£15.00,1,4,0,8,0.00%
2026-03-06,Plyska,£0.02,GL - Dishwasher Sheets - Branded,GL - Dishwasher Sheets - PlyskaPerformance_Gut,DIP_230226_Video_9x16_PlyskaPerformance_Gut_DS_INV_H3 - Copy,0,0.00%,0.00%,0,£20.00,1,1,0,1,0.00%
2026-03-06,Plyska,£0.03,GL - Laundry Sheets - Branded,GL - Laundry Sheets - PlyskaPerformance_Fertility,DIP_230226_Video_9x16_PlyskaPerformance_Fertility_LD_INV_H6 - Copy,0,0.00%,0.00%,0,£6.00,1,5,0,1,0.00%
2026-03-06,Plyska,£0.20,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H5 - Copy,0,0.00%,20.00%,0,£13.33,1,15,0,2,0.00%
2026-03-06,Plyska,£0.00,GL - Laundry Sheets - Branded,GL - Laundry Sheets - 6/March - PlyskaPerformance_SkinIrritation_LD,DIP_020326_Video_9x16_PlyskaPerformance_SkinIrritation_LD_INV_H1 - Copy,0,0.00%,50.00%,0,£0.00,1,4,0,4,0.00%
2026-03-06,Plyska,£5.27,GL - MSC - Branded,GL - MSC- Branded - PlyskaPerformance_VOCs_MSCS_INV,DIP_020326_Video_9x16_PlyskaPerformance_VOCs_MSCS_INV_H2 - Copy,0,1.40%,24.44%,0,£14.80,1.08,356,7,3,2.27%
